"covariate","rho","correlation","lo","hi"
"Tertiary_enrol",0.03,0.17961597301998,-0.291453902419383,0.538438144287888
"Tertiary_enrol",0.035,0.180732109448928,-0.30279217773658,0.543699777679482
"Tertiary_enrol",0.04,0.180345557570474,-0.31591259146461,0.554588780502958
"Tertiary_enrol",0.045,0.179047966125125,NA,NA
"Tertiary_enrol",0.05,0.17722707783705,-0.330925641348376,0.551236506552727
"Tertiary_enrol",0.055,0.175137766602643,-0.336081055818075,0.552776040830889
"Tertiary_enrol",0.06,0.172946744707596,NA,NA
"Tertiary_enrol",0.065,0.170761721879785,-0.351863557483774,0.557257495375756
"Tertiary_enrol",0.07,0.168650770491181,NA,NA
"Tertiary_enrol",0.075,0.166655315773372,-0.359138190071073,0.555533887409501
"Tertiary_enrol",0.08,0.164798904143789,-0.362429678870133,0.55534756830273
"Tertiary_enrol",0.085,0.163093147115964,NA,NA
"Tertiary_enrol",0.09,0.161541762602855,-0.371526883011212,0.556358992687511
"Tertiary_enrol",0.095,0.160143327594818,-0.375935355846352,0.556719270387878
"Tertiary_enrol",0.1,0.15889315399237,NA,NA
"Tertiary_enrol",0.105,0.157784565347397,-0.379216190171304,0.555214606503824
"Tertiary_enrol",0.11,0.156809762842912,-0.382382392533632,0.554192076395122
"Tertiary_enrol",0.115,0.155960408840788,NA,NA
"Tertiary_enrol",0.12,0.155228015853696,-0.384268620484656,0.552026352324706
"Tertiary_enrol",0.125,0.154604201353473,-0.386209148717793,0.550502806377929
"Tertiary_enrol",0.13,0.154080850122672,-0.386374928970838,0.54921803829244
"Tertiary_enrol",0.135,0.153650213042066,-0.387057168405833,0.549988873805008
"Tertiary_enrol",0.14,0.15330496238588,-0.388631524372047,0.550724143892568
"Tertiary_enrol",0.145,0.153038217596359,NA,NA
"Tertiary_enrol",0.15,0.152843551272704,NA,NA
"Tertiary_enrol",0.155,0.152714982156013,-0.394984351207713,0.554725915630368
"Tertiary_enrol",0.16,0.152646959826227,-0.39606821297219,0.555331704933489
"Tertiary_enrol",0.165,0.152634344378639,-0.39520365651172,0.555928228234255
"Tertiary_enrol",0.17,0.152672383329948,-0.396297427627851,0.555046181774016
"Tertiary_enrol",0.175,0.152756687288239,NA,NA
"Tertiary_enrol",0.18,0.152883205418161,NA,NA
"Tertiary_enrol",0.185,0.153048201379234,NA,NA
"Tertiary_enrol",0.19,0.153248230167897,-0.400382205877231,0.556998159699482
"Tertiary_enrol",0.195,0.153480116121569,-0.401759737537111,0.5594235725941
"Tertiary_enrol",0.2,0.153740932223938,-0.403271413970791,0.560024419913433
"Tertiary_enrol",0.205,0.154027980769248,NA,NA
"Tertiary_enrol",0.21,0.154338775388673,NA,NA
"Tertiary_enrol",0.215,0.154671024406041,NA,NA
"Tertiary_enrol",0.22,0.15502261546753,-0.404408043591588,0.561061238244619
"Tertiary_enrol",0.225,0.155391601376699,-0.404873374143099,0.56125374205566
"Tertiary_enrol",0.23,0.155776187059247,-0.40530671959832,0.561451330522713
"Tertiary_enrol",0.235,0.156174717579428,NA,NA
"Tertiary_enrol",0.24,0.156585667130397,NA,NA
"Tertiary_enrol",0.245,0.157007628923133,NA,NA
"Tertiary_enrol",0.25,0.157439305902046,-0.404297810026423,0.564402704206079
"Tertiary_enrol",0.255,0.157879502219605,-0.404290922334438,0.565422283129166
"Tertiary_enrol",0.26,0.158327115406796,-0.404251457917678,0.565629912888297
"Tertiary_enrol",0.265,0.158781129180878,-0.404170415558089,0.565176694209295
"Tertiary_enrol",0.27,0.159240606836424,-0.404053728976587,0.564763031171605
"Tertiary_enrol",0.275,0.159704685170019,-0.403912298226205,0.56439685124627
"Tertiary_enrol",0.28,0.160172568893164,-0.403748231107955,0.564077368463925
"Tertiary_enrol",0.285,0.160643525491787,NA,NA
"Tertiary_enrol",0.29,0.161116880494427,NA,NA
"Tertiary_enrol",0.295,0.161592013114438,NA,NA
"Tertiary_enrol",0.3,0.162068352234669,-0.402943299498078,0.566778875633344
"Tertiary_enrol",0.305,0.162545372705848,-0.402685010999466,0.566694481293896
"Tertiary_enrol",0.31,0.16302259193246,-0.40241424787554,0.566625177099161
"Tertiary_enrol",0.315,0.163499566722258,-0.40195721933072,0.566644357743099
"Tertiary_enrol",0.32,0.163975890377617,-0.401187441153353,0.567236508842566
"Tertiary_enrol",0.325,0.164451190008914,-0.400441657168721,0.567804289611963
"Tertiary_enrol",0.33,0.164925124051823,-0.400056150902773,0.568348728287904
"Tertiary_enrol",0.335,0.165397379972022,-0.400380811148137,0.568870798891734
"Tertiary_enrol",0.34,0.165867672142224,-0.400645928579402,0.569371424814387
"Tertiary_enrol",0.345,0.16633573987777,NA,NA
"Tertiary_enrol",0.35,0.166801345618194,NA,NA
"Tertiary_enrol",0.355,0.167264273243231,NA,NA
"Tertiary_enrol",0.36,0.167724326512754,NA,NA
"Tertiary_enrol",0.365,0.168181327620961,-0.399047010084907,0.571002723928882
"Tertiary_enrol",0.37,0.168635115855989,-0.39871161356085,0.571296773836406
"Tertiary_enrol",0.375,0.169085546356834,-0.398372304777148,0.571594486403549
"Tertiary_enrol",0.38,0.169532488960137,-0.398029560868389,0.571895444009656
"Tertiary_enrol",0.385,0.169975827130002,-0.397683825637433,0.572199256495872
"Tertiary_enrol",0.39,0.170415456964579,-0.397335511942164,0.572505559426599
"Tertiary_enrol",0.395,0.17085128627362,-0.396985003892086,0.572814012465391
"Tertiary_enrol",0.4,0.17128323372173,-0.396632658871837,0.573124297857237
"Unemp",0.01,0.256031995161637,-0.224725629441721,0.510984995361018
"Unemp",0.015,0.256834240298411,-0.232705664062704,0.530955843229268
"Unemp",0.02,0.258618743248125,-0.255407826035536,0.543378340801107
"Unemp",0.025,0.259099911501636,-0.266730830241488,0.55098273014977
"Unemp",0.03,0.258380091137777,-0.269162664745237,0.557935192669041
"Unemp",0.035,0.256852294050156,-0.269940923761678,0.559954283920365
"Unemp",0.04,0.254859693913941,-0.274725409832804,0.556898819978388
"Unemp",0.045,0.252651305600038,NA,NA
"Unemp",0.05,0.250394760040203,-0.277501335215427,0.569452254584467
"Unemp",0.055,0.248197216623632,-0.276678511918693,0.569754134430136
"Unemp",0.06,0.2461235332748,NA,NA
"Unemp",0.065,0.244209949083683,-0.276062483269217,0.571186809393605
"Unemp",0.07,0.24247380612826,NA,NA
"Unemp",0.075,0.240920253536487,-0.270900956977184,0.572290963646639
"Unemp",0.08,0.239546787498639,-0.266565195602493,0.570067106261032
"Unemp",0.085,0.238346286061308,NA,NA
"Unemp",0.09,0.237309014717453,-0.258153773620615,0.56980998214355
"Unemp",0.095,0.236423935576001,-0.258073468282533,0.570012617846317
"Unemp",0.1,0.235679548624881,NA,NA
"Unemp",0.105,0.235064420416655,-0.260200690589572,0.572698561724827
"Unemp",0.11,0.234567505140942,-0.260306531678335,0.574251826822262
"Unemp",0.115,0.234178328761524,NA,NA
"Unemp",0.12,0.233887083691316,-0.259882029564655,0.571741222303807
"Unemp",0.125,0.233684665819518,-0.258664538541289,0.56966344428376
"Unemp",0.13,0.233562675151603,-0.25970517542461,0.567402058468089
"Unemp",0.135,0.233513394213045,-0.259829607606914,0.568129682960784
"Unemp",0.14,0.233529753578884,-0.261173814656884,0.568900051847386
"Unemp",0.145,0.233605290667224,NA,NA
"Unemp",0.15,0.233734105766673,NA,NA
"Unemp",0.155,0.233910817813025,-0.261369211584554,0.567594840762235
"Unemp",0.16,0.234130521458229,-0.259551705448519,0.56746340202853
"Unemp",0.165,0.234388746328886,-0.257840531606219,0.566423832775753
"Unemp",0.17,0.23468141894662,-0.256238061795802,0.569237814150211
"Unemp",0.175,0.235004827507011,NA,NA
"Unemp",0.18,0.235355589538799,NA,NA
"Unemp",0.185,0.235730622357603,NA,NA
"Unemp",0.19,0.236127116165945,-0.251888107013992,0.573753979137803
"Unemp",0.195,0.236542509618675,-0.249743322527597,0.574434849183335
"Unemp",0.2,0.236974467659433,-0.248705462084376,0.575090373425694
"Unemp",0.205,0.237420861432647,NA,NA
"Unemp",0.21,0.237879750081875,NA,NA
"Unemp",0.215,0.238349364256021,NA,NA
"Unemp",0.22,0.238828091157842,-0.250132438976916,0.577501529914895
"Unemp",0.225,0.239314460983003,-0.250798933655488,0.578071245043748
"Unemp",0.23,0.239807134611719,-0.25137928377348,0.578939470682916
"Unemp",0.235,0.240304892428381,NA,NA
"Unemp",0.24,0.240806624157004,NA,NA
"Unemp",0.245,0.241311319611919,NA,NA
"Unemp",0.25,0.241818060273606,-0.250410100716748,0.580318746625901
"Unemp",0.255,0.24232601160908,-0.249543840474789,0.580688104331565
"Unemp",0.26,0.242834416064781,-0.248731661998776,0.580455632813217
"Unemp",0.265,0.243342586667522,-0.247970762231383,0.580369645801117
"Unemp",0.27,0.24384990117587,-0.247258484747402,0.580569714092145
"Unemp",0.275,0.244355796730354,-0.246592312666495,0.58135706593293
"Unemp",0.28,0.244859764956272,-0.245969861690624,0.582908168708085
"Unemp",0.285,0.245361347477635,NA,NA
"Unemp",0.29,0.245860131804988,NA,NA
"Unemp",0.295,0.24635574756364,NA,NA
"Unemp",0.3,0.246847863032121,-0.243873850074452,0.58512285476752
"Unemp",0.305,0.247336181963675,-0.243438419161429,0.585482969013377
"Unemp",0.31,0.24782044066623,-0.243034825015634,0.58582684719505
"Unemp",0.315,0.248300405318636,-0.242661435456129,0.58615550263915
"Unemp",0.32,0.248775869503047,-0.242316703794481,0.586469861171521
"Unemp",0.325,0.249246651935209,-0.241999164152968,0.586770769992313
"Unemp",0.33,0.24971259437611,-0.241707427035685,0.587059005567826
"Unemp",0.335,0.250173559709913,-0.241440175142515,0.587376288661497
"Unemp",0.34,0.250629430174487,-0.241196159415282,0.587944580655478
"Unemp",0.345,0.251080105732043,NA,NA
"Unemp",0.35,0.251525502568489,NA,NA
"Unemp",0.355,0.2519655517111,NA,NA
"Unemp",0.36,0.252400197755001,NA,NA
"Unemp",0.365,0.252829397689774,-0.240285230128558,0.589862159050908
"Unemp",0.37,0.25325311981821,-0.24015777799755,0.590120453931848
"Unemp",0.375,0.253671342759936,-0.240046440997799,0.590375842049136
"Unemp",0.38,0.254084054533211,-0.239950397953587,0.590628356165988
"Unemp",0.385,0.254491251708761,-0.239868869028006,0.590878028786815
"Unemp",0.39,0.254892938630014,-0.239801113517311,0.591124892217174
"Unemp",0.395,0.255289126694566,-0.239746427770251,0.591368978607843
"Unemp",0.4,0.255679833692113,-0.239704143225015,0.591610319985818
"Youth_unemp",0.01,0.142865122038984,-0.26919482047679,0.412575795830156
"Youth_unemp",0.015,0.149234362333651,-0.27220967606419,0.451084554819261
"Youth_unemp",0.02,0.161482565071678,-0.269963763424772,0.479311226530074
"Youth_unemp",0.025,0.174000165408994,-0.264962597220038,0.507277826447716
"Youth_unemp",0.03,0.185568516341806,-0.259570321549488,0.5228985213326
"Youth_unemp",0.035,0.195920992668869,-0.255573664389726,0.538233678514906
"Youth_unemp",0.04,0.205074000160197,-0.242762454540869,0.54786302453814
"Youth_unemp",0.045,0.213135963796601,NA,NA
"Youth_unemp",0.05,0.220239429441358,-0.227177773101042,0.568716092514815
"Youth_unemp",0.055,0.226514641229802,-0.218612213308681,0.569493697012186
"Youth_unemp",0.06,0.232079584015431,NA,NA
"Youth_unemp",0.065,0.237037096727502,-0.206826735480376,0.572580420389804
"Youth_unemp",0.07,0.241475045904258,NA,NA
"Youth_unemp",0.075,0.245467730260653,-0.189484731933264,0.575103285211352
"Youth_unemp",0.08,0.249077666516383,-0.191381561946263,0.579753271388697
"Youth_unemp",0.085,0.252357371270447,NA,NA
"Youth_unemp",0.09,0.255350978725986,-0.182060742149712,0.582861018397607
"Youth_unemp",0.095,0.258095642356518,-0.177513137348517,0.582007204317415
"Youth_unemp",0.1,0.260622718826923,NA,NA
"Youth_unemp",0.105,0.262958753778171,-0.164235268217517,0.582136679780606
"Youth_unemp",0.11,0.265126296209645,-0.163940667215721,0.583685006455945
"Youth_unemp",0.115,0.267144568659318,NA,NA
"Youth_unemp",0.12,0.269030017988539,-0.153967343065868,0.584538627668097
"Youth_unemp",0.125,0.27079676820509,-0.151491783380343,0.585644297446313
"Youth_unemp",0.13,0.272456993296775,-0.147956124449034,0.585176176696685
"Youth_unemp",0.135,0.274021224884327,-0.144600088487255,0.585069286369911
"Youth_unemp",0.14,0.275498606771715,-0.143081258967665,0.584984761763355
"Youth_unemp",0.145,0.276897106188596,NA,NA
"Youth_unemp",0.15,0.278223689645938,NA,NA
"Youth_unemp",0.155,0.2794844698055,-0.139678940754853,0.585893762014523
"Youth_unemp",0.16,0.280684828538276,-0.137004608552602,0.588144801658579
"Youth_unemp",0.165,0.281829520362491,-0.135754408445368,0.588264317364172
"Youth_unemp",0.17,0.282922759661972,-0.132649707342533,0.589527950248038
"Youth_unemp",0.175,0.283968294452128,NA,NA
"Youth_unemp",0.18,0.284969468951942,NA,NA
"Youth_unemp",0.185,0.285929276810933,NA,NA
"Youth_unemp",0.19,0.286850406509863,-0.124060033843992,0.591146871544536
"Youth_unemp",0.195,0.287735280186913,-0.12237967444448,0.591317614401101
"Youth_unemp",0.2,0.288586086924412,-0.12080311012108,0.591248040022254
"Youth_unemp",0.205,0.28940481135493,NA,NA
"Youth_unemp",0.21,0.290193258301577,NA,NA
"Youth_unemp",0.215,0.290953074049451,NA,NA
"Youth_unemp",0.22,0.291685764748226,-0.120762948502678,0.592042238281211
"Youth_unemp",0.225,0.292392712365901,-0.120316457395002,0.59323304057768
"Youth_unemp",0.23,0.293075188547583,-0.119862256901289,0.593506904883425
"Youth_unemp",0.235,0.293734366678202,NA,NA
"Youth_unemp",0.24,0.294371332402335,NA,NA
"Youth_unemp",0.245,0.294987092816057,NA,NA
"Youth_unemp",0.25,0.295582584513697,-0.115522769708631,0.594485074671572
"Youth_unemp",0.255,0.296158680645485,-0.114369763123414,0.594735519126847
"Youth_unemp",0.26,0.296716197119374,-0.113282287188711,0.594983308026329
"Youth_unemp",0.265,0.297255898061144,-0.112257140796895,0.59587366475893
"Youth_unemp",0.27,0.297778500630717,-0.11136289433508,0.596538290491859
"Youth_unemp",0.275,0.298284679278781,-0.111054168120416,0.59619299907174
"Youth_unemp",0.28,0.298775069516142,-0.110756405117641,0.596574667753439
"Youth_unemp",0.285,0.299250271258237,NA,NA
"Youth_unemp",0.29,0.299710851798676,NA,NA
"Youth_unemp",0.295,0.300157348458428,NA,NA
"Youth_unemp",0.3,0.300590270950975,-0.109667401628675,0.598492675078385
"Youth_unemp",0.305,0.301010103498406,-0.109418906715646,0.598932773103666
"Youth_unemp",0.31,0.301417306728793,-0.10917926307676,0.599358280659735
"Youth_unemp",0.315,0.301812319381234,-0.108948168770261,0.599765753015843
"Youth_unemp",0.32,0.302195559841484,-0.108725334269721,0.600159070442118
"Youth_unemp",0.325,0.30256742752818,-0.108510481848692,0.600539497830893
"Youth_unemp",0.33,0.302928304147068,-0.108303345000574,0.600907486590604
"Youth_unemp",0.335,0.303278554828441,-0.108103667891459,0.601263467239381
"Youth_unemp",0.34,0.303618529161094,-0.107911204843822,0.60160785086499
"Youth_unemp",0.345,0.303948562134399,NA,NA
"Youth_unemp",0.35,0.30426897499871,NA,NA
"Youth_unemp",0.355,0.304580076052993,NA,NA
"Youth_unemp",0.36,0.304882161367548,NA,NA
"Youth_unemp",0.365,0.305175515448685,-0.107049153566483,0.603182164229793
"Youth_unemp",0.37,0.305460411851419,-0.106895326282972,0.603487005894749
"Youth_unemp",0.375,0.305737113745521,-0.106747239968087,0.603812747872244
"Youth_unemp",0.38,0.306005874439619,-0.106604714727599,0.604138758466684
"Youth_unemp",0.385,0.306266937867516,-0.106467577284988,0.604464657621759
"Youth_unemp",0.39,0.306520539040379,-0.106335660686081,0.604793471573422
"Youth_unemp",0.395,0.306766904468065,-0.106208804019156,0.60512483743184
"Youth_unemp",0.4,0.307006252552453,-0.106086852149605,0.605486725472783
"log_cons",0.01,0.598677288284584,0.479036057076616,0.782724083952568
"log_cons",0.015,0.681407418340073,0.531443673234932,0.822218268528126
"log_cons",0.02,0.699300980482039,0.529207423699064,0.838744805601867
"log_cons",0.025,0.689971183652334,0.502257753129979,0.842500620594265
"log_cons",0.03,0.666914778881175,0.459789756910185,0.831902425820822
"log_cons",0.035,0.636813540811648,0.410695743522769,0.816809248061245
"log_cons",0.04,0.603430459838354,0.361701138606661,0.802253181866363
"log_cons",0.045,0.568992102246005,NA,NA
"log_cons",0.05,0.534829146257288,0.267668472970386,0.765787624414891
"log_cons",0.055,0.50172376618608,0.223970363552183,0.748347334373486
"log_cons",0.06,0.470115018540974,NA,NA
"log_cons",0.065,0.440225899634825,0.144443532205978,0.71360438100507
"log_cons",0.07,0.412143813624074,NA,NA
"log_cons",0.075,0.385872148740033,0.0820044764651827,0.680432020508692
"log_cons",0.08,0.361363515356432,0.0506047398275442,0.662527102177339
"log_cons",0.085,0.33854118592507,NA,NA
"log_cons",0.09,0.317312881136589,-0.00106834216873128,0.630921593849214
"log_cons",0.095,0.297579565084887,-0.0220752533009041,0.617648566391882
"log_cons",0.1,0.279240976328057,NA,NA
"log_cons",0.105,0.262199022472086,-0.0668722260047431,0.590451508431725
"log_cons",0.11,0.246359778471218,-0.0876398879222495,0.577492811643876
"log_cons",0.115,0.231634576474119,NA,NA
"log_cons",0.12,0.217940509626837,-0.119357018251462,0.554679581403143
"log_cons",0.125,0.20520056322899,-0.133243072713445,0.544396102230499
"log_cons",0.13,0.193343514459947,-0.14285980340232,0.537255633555197
"log_cons",0.135,0.182303693913905,-0.153261172295957,0.528259473687653
"log_cons",0.14,0.172020670194372,-0.16567461291862,0.518857548637208
"log_cons",0.145,0.16243889744805,NA,NA
"log_cons",0.15,0.153507351430452,NA,NA
"log_cons",0.155,0.145179170151251,-0.194567743898222,0.496238227842216
"log_cons",0.16,0.137411308790215,-0.203267941841466,0.491356242339683
"log_cons",0.165,0.130164214363673,-0.210782736991389,0.485399583294661
"log_cons",0.17,0.12340152285827,-0.218718766309556,0.480442540731658
"log_cons",0.175,0.117089779761689,NA,NA
"log_cons",0.18,0.111198183790629,NA,NA
"log_cons",0.185,0.105698352928126,NA,NA
"log_cons",0.19,0.100564111488519,-0.239994760735778,0.462863171056127
"log_cons",0.195,0.0957712967290179,-0.243913254751608,0.460964700518649
"log_cons",0.2,0.0912975834540873,-0.247866838950739,0.459226044849092
"log_cons",0.205,0.0871223250666217,NA,NA
"log_cons",0.21,0.0832264095770775,NA,NA
"log_cons",0.215,0.0795921291674279,NA,NA
"log_cons",0.22,0.07620306200722,-0.262511732621347,0.447892925129938
"log_cons",0.225,0.0730439651249726,-0.265583120930834,0.444925996529574
"log_cons",0.23,0.0701006772439286,-0.269339587915065,0.442172804843483
"log_cons",0.235,0.0673600305931312,NA,NA
"log_cons",0.24,0.0648097708008934,NA,NA
"log_cons",0.245,0.0624384840668328,NA,NA
"log_cons",0.25,0.0602355308903781,-0.280384977598749,0.432611352388534
"log_cons",0.255,0.05819098570799,-0.282918043494447,0.430607868309442
"log_cons",0.26,0.0562955818585333,-0.284489590154753,0.429280409865126
"log_cons",0.265,0.0545406613567201,-0.285486615322809,0.428631682906267
"log_cons",0.27,0.052918129008783,-0.287688425334507,0.428078847822054
"log_cons",0.275,0.0514204104530957,-0.289683479111442,0.42761591285531
"log_cons",0.28,0.0500404137518141,-0.291063762839387,0.427237247244802
"log_cons",0.285,0.0487714941983143,NA,NA
"log_cons",0.29,0.0476074220397094,NA,NA
"log_cons",0.295,0.0465423528444942,NA,NA
"log_cons",0.3,0.0455708002727727,-0.296657616310416,0.426449021689114
"log_cons",0.305,0.0446876110309833,-0.297394818735264,0.426401558286737
"log_cons",0.31,0.0438879418148205,-0.298048702359248,0.425730480689592
"log_cons",0.315,0.0431672380635207,-0.298624141290324,0.425068277196932
"log_cons",0.32,0.0425212143660258,-0.299188299979775,0.424477179771149
"log_cons",0.325,0.0419458363750821,-0.299901072189755,0.423932816291525
"log_cons",0.33,0.0414373040991873,-0.30055807139903,0.423443218397366
"log_cons",0.335,0.0409920364547231,-0.301162191587831,0.423510142330529
"log_cons",0.34,0.0406066569717476,-0.301716156850822,0.423349129441426
"log_cons",0.345,0.0402779805568822,NA,NA
"log_cons",0.35,0.0400030012256915,NA,NA
"log_cons",0.355,0.0397788807249972,NA,NA
"log_cons",0.36,0.0396029379728035,NA,NA
"log_cons",0.365,0.0394726392500205,-0.303752667366437,0.423917121275717
"log_cons",0.37,0.0393855890840512,-0.30404001518923,0.424181343175171
"log_cons",0.375,0.0393395217695953,-0.304292919444493,0.424450038527881
"log_cons",0.38,0.0393322934768074,-0.304513074769619,0.424732035203846
"log_cons",0.385,0.0393618749012734,-0.304702084777201,0.42502643823791
"log_cons",0.39,0.0394263444141775,-0.304861467715141,0.425152458426711
"log_cons",0.395,0.0395238816745691,-0.304992661720711,0.425027799621311
"log_cons",0.4,0.0396527616688644,-0.304834864471111,0.424925156528567
"log_gdp",0.01,0.468077873542455,0.287319922766832,0.73881217358443
"log_gdp",0.015,0.531096773782427,0.294425779965671,0.765969265710682
"log_gdp",0.02,0.537346203388212,0.273357900687859,0.771736720131165
"log_gdp",0.025,0.521745114329588,0.232556134001115,0.767664845366529
"log_gdp",0.03,0.495966471025535,0.193803531423454,0.74513577885343
"log_gdp",0.035,0.465461583321055,0.155366182830962,0.72266477439017
"log_gdp",0.04,0.433160921885562,0.118030237918716,0.699158083507998
"log_gdp",0.045,0.400726975507283,NA,NA
"log_gdp",0.05,0.369108991949138,0.0437357086824789,0.646293035271788
"log_gdp",0.055,0.338832520433553,0.0135323920189893,0.619995727610042
"log_gdp",0.06,0.310165399195418,NA,NA
"log_gdp",0.065,0.283217860895385,-0.0418349252024119,0.573636781968473
"log_gdp",0.07,0.258004530057987,NA,NA
"log_gdp",0.075,0.234483326424766,-0.0927771000941556,0.525818961605876
"log_gdp",0.08,0.212579996931561,-0.115420922945637,0.505655260431891
"log_gdp",0.085,0.192203565890008,NA,NA
"log_gdp",0.09,0.173255994169596,-0.149009558301984,0.466142280008248
"log_gdp",0.095,0.155638127566916,-0.164737320375472,0.449096155714807
"log_gdp",0.1,0.139253263226031,NA,NA
"log_gdp",0.105,0.124009189248869,-0.194461394145004,0.415669811227187
"log_gdp",0.11,0.109819250609732,-0.209091599996483,0.401309387641522
"log_gdp",0.115,0.096602800315895,NA,NA
"log_gdp",0.12,0.0842852690931965,-0.233086375451743,0.375402652995214
"log_gdp",0.125,0.0727980051139078,-0.24262867318142,0.363121995592276
"log_gdp",0.13,0.0620779818618995,-0.251763609085359,0.351212702882607
"log_gdp",0.135,0.0520674372178645,-0.265401907441286,0.339444288683992
"log_gdp",0.14,0.0427134838609127,-0.271865852389001,0.329350579751625
"log_gdp",0.145,0.0339677159896165,NA,NA
"log_gdp",0.15,0.0257858274737531,NA,NA
"log_gdp",0.155,0.0181272500941162,-0.3000657903294,0.304619689818677
"log_gdp",0.16,0.0109548163509741,-0.308064336884163,0.297954271190348
"log_gdp",0.165,0.00423444865404172,-0.314775088473741,0.291257465754112
"log_gdp",0.17,-0.00206512496151559,-0.322332333070685,0.285806709363785
"log_gdp",0.175,-0.00797262945723614,NA,NA
"log_gdp",0.18,-0.0135144771914073,NA,NA
"log_gdp",0.185,-0.0187149798307107,NA,NA
"log_gdp",0.19,-0.0235965396206213,-0.343733651842998,0.268579132493418
"log_gdp",0.195,-0.0281798218622044,-0.349202746269205,0.265181500095322
"log_gdp",0.2,-0.0324839103752007,-0.353807811536483,0.260904681125626
"log_gdp",0.205,-0.0365264476208943,NA,NA
"log_gdp",0.21,-0.0403237610324814,NA,NA
"log_gdp",0.215,-0.0438909769679144,NA,NA
"log_gdp",0.22,-0.047242123568176,-0.367902737721119,0.243950400836941
"log_gdp",0.225,-0.0503902236773873,-0.370629418844809,0.240221750779354
"log_gdp",0.23,-0.0533473788626033,-0.373271890139137,0.237420064129485
"log_gdp",0.235,-0.0561248454619611,NA,NA
"log_gdp",0.24,-0.0587331034903556,NA,NA
"log_gdp",0.245,-0.0611819191419836,NA,NA
"log_gdp",0.25,-0.063480401548437,-0.383823775197399,0.227949888181568
"log_gdp",0.255,-0.0656370543789123,-0.386088371251343,0.226012496569272
"log_gdp",0.26,-0.0676598228048814,-0.38733709910391,0.224487596120639
"log_gdp",0.265,-0.0695561362944597,-0.387933723701981,0.222708847593822
"log_gdp",0.27,-0.0713329476510398,-0.389569330866749,0.221360962115419
"log_gdp",0.275,-0.0729967686658132,-0.391108844166355,0.220017129718042
"log_gdp",0.28,-0.0745537027140045,-0.39255747985546,0.218034838226438
"log_gdp",0.285,-0.076009474589356,NA,NA
"log_gdp",0.29,-0.0773694578401643,NA,NA
"log_gdp",0.295,-0.0786386998424536,NA,NA
"log_gdp",0.3,-0.0798219448213295,-0.397215183589524,0.213686585296304
"log_gdp",0.305,-0.080923655009752,-0.397803824995278,0.212254976596859
"log_gdp",0.31,-0.081948030114623,-0.398329254474024,0.211404753383011
"log_gdp",0.315,-0.0828990252428765,-0.398798389190482,0.210628076291531
"log_gdp",0.32,-0.0837803674249763,-0.399214363894875,0.209921161035316
"log_gdp",0.325,-0.0845955708595805,-0.399580118428646,0.209280425993607
"log_gdp",0.33,-0.0853479509910004,-0.399898412008504,0.20870248049057
"log_gdp",0.335,-0.0860406375202474,-0.400171836286503,0.208840000065912
"log_gdp",0.34,-0.0866765864407564,-0.400402827306483,0.209204666205934
"log_gdp",0.345,-0.0872585911812377,NA,NA
"log_gdp",0.35,-0.0877892929303386,NA,NA
"log_gdp",0.355,-0.0882711902108435,NA,NA
"log_gdp",0.36,-0.0887066477649088,NA,NA
"log_gdp",0.365,-0.0890979048062151,-0.401900327140178,0.211536257839454
"log_gdp",0.37,-0.0894470826898715,-0.402234994270454,0.212098504416606
"log_gdp",0.375,-0.0897561920463776,-0.402534655444462,0.212670262785702
"log_gdp",0.38,-0.0900271394218382,-0.402799757409328,0.212420839817808
"log_gdp",0.385,-0.0902617334629371,-0.403032334845792,0.212206601166258
"log_gdp",0.39,-0.0904616906818367,-0.40323473796041,0.212025928733994
"log_gdp",0.395,-0.0906286408331486,-0.403408411414247,0.212500135165608
"log_gdp",0.4,-0.0907641319323815,-0.403276704366182,0.213070210007697
"log_gni",0.01,0.5177553781511,0.32549461305733,0.777427247302718
"log_gni",0.015,0.587209749670895,0.34474383151227,0.8004681357278
"log_gni",0.02,0.592703332796494,0.317580419633216,0.806319846818171
"log_gni",0.025,0.573502569396276,0.276258240006371,0.800174114417515
"log_gni",0.03,0.542924258974863,0.238073585668126,0.784812034570845
"log_gni",0.035,0.507195028024167,0.195187516260057,0.762030086732049
"log_gni",0.04,0.469645477435967,0.155481648238695,0.734984922441386
"log_gni",0.045,0.432148444240706,NA,NA
"log_gni",0.05,0.395759442627414,0.0715063280177918,0.682153136147541
"log_gni",0.055,0.36105111307522,0.0305966581092285,0.652576024549334
"log_gni",0.06,0.328304472901899,NA,NA
"log_gni",0.065,0.297623779284669,-0.0378730017058376,0.602784799443526
"log_gni",0.07,0.269007301734714,NA,NA
"log_gni",0.075,0.242391468117649,-0.0982649343924556,0.56134199632604
"log_gni",0.08,0.217678510878119,-0.123469730235199,0.53977604637311
"log_gni",0.085,0.194753735256252,NA,NA
"log_gni",0.09,0.173496203897199,-0.169999169956993,0.505826655995682
"log_gni",0.095,0.153785226723223,-0.190457312271622,0.488911909985308
"log_gni",0.1,0.135504175625876,NA,NA
"log_gni",0.105,0.118542597415012,-0.226079862370746,0.455181014752621
"log_gni",0.11,0.102797251592974,-0.241000834116392,0.438107860264558
"log_gni",0.115,0.0881724773860343,NA,NA
"log_gni",0.12,0.0745801512845273,-0.268274190778993,0.41513259565295
"log_gni",0.125,0.0619394035812042,-0.278910723847884,0.404653619718711
